gene1,gene2,interaction_type
TACC3,HSPA8P9,coexpression
TACC3,NR3C2,coexpression
TACC3,TBC1D9,regulation
TACC3,MAST2,same_pathway
TACC3,RNU6-67P,coexpression
TACC3,PLA2R1,coexpression
TACC3,GPR180,coexpression
TACC3,COP1,regulation
LINC01718,JAZF1,regulation
LINC01718,MGMT,coexpression
LINC01718,FAT3,coexpression
LINC01718,GIPR,same_pathway
C12orf42,LINC01605,same_pathway
C12orf42,CTSH,coexpression
C12orf42,RLIG1P3,coexpression
C12orf42,RDX,coexpression
C12orf42,LINC02114,coexpression
UFC1,PLA2G10FP,coexpression
UFC1,NME9,coexpression
ACTN4,LINC02392,regulation
SNX29,CCDC91,regulation
SNX29,RNU7-66P,same_pathway
SNX29,THEM7P,regulation
CD2AP,ERBB3,coexpression
CD2AP,LINC02008,regulation
CD2AP,SUMO2P6,same_pathway
CD2AP,HAS2-AS1,regulation
CD2AP,LINP1,coexpression
CD2AP,RNU7-53P,regulation
LINC01018,PIK3C2B,regulation
LINC01018,EEF1A1P28,same_pathway
LINC01018,TRPV4,coexpression
LINC01018,SLC9A7,same_pathway
LINC01018,RN7SL354P,same_pathway
DNAH12,ATP5MC2P2,coexpression
DNAH12,RNU6-543P,regulation
DNAH12,ST6GAL1,coexpression
DNAH12,TRPC6P8,same_pathway
LINC02438,SMC4P1,coexpression
LINC02438,LINC02500,coexpression
LINC02438,RAC1P2,same_pathway
LINC02438,DDX25,same_pathway
LINC02438,CPS1,regulation
SPTLC1P2,IKZF4,regulation
SPTLC1P2,LARP4,same_pathway
SPTLC1P2,WWC1 x TLN2,same_pathway
SPTLC1P2,MRPL50P4,coexpression
MTMR14,SEMA3C,regulation
MTMR14,PCDHGA4,coexpression
THEM7P,SLC35C1,coexpression
THEM7P,SEPTIN5,regulation
THEM7P,MC3R,same_pathway
THEM7P,MTDHP1,same_pathway
THEM7P,MIR548A1HG,same_pathway
THEM7P,ICOS,regulation
THEM7P,LINGO1,same_pathway
THEM7P,PITPNM2,regulation
PCDH17,EPHA1,coexpression
PCDH17,IDI1P2,coexpression
PCDH17,ATP5PDP3,coexpression
PCDH17,SRBD1,coexpression
RAPGEF5,NME9,coexpression
RAPGEF5,LINC00648,coexpression
RAPGEF5,RNU4-42P,coexpression
RAPGEF5,KDM2B-DT,coexpression
RAPGEF5,ATP8B4,same_pathway
LINC02353,EPC2,regulation
LINC02353,RNU6-543P,coexpression
LINC02353,SNORA74,regulation
CR1-AS1,MAP7D3,same_pathway
CR1-AS1,CALM3,coexpression
CR1-AS1,LRRC25,regulation
CR1-AS1,CNTNAP2,coexpression
GGTA2P,ATP7B,coexpression
GGTA2P,RPL15P2,regulation
GGTA2P,RPL18P1,coexpression
GGTA2P,NFIC,same_pathway
GGTA2P,TAFA5,coexpression
EMB,LINC02946,regulation
EMB,AP1S2P1,coexpression
DENND3,RNU6-560P,same_pathway
DENND3,LRRK2,same_pathway
DENND3,PLEKHB2P1,coexpression
DENND3,SCARA3,coexpression
DENND3,HERC2,regulation
MIR548A1HG,CHD2,same_pathway
MIR548A1HG,KCNG4,coexpression
MIR548A1HG,GATAD2A,regulation
MIR548A1HG,CNN2,coexpression
MIR548A1HG,EDAR,regulation
ZNF45-AS1,GPX4,regulation
ZNF45-AS1,RNU6-1060P,same_pathway
LINC01572,RPL6P17,same_pathway
CACNA1A,HMGB3P12,coexpression
CACNA1A,LINC01098,same_pathway
CACNA1A,USP6NL-AS1,regulation
CACNA1A,RN7SKP122,regulation
CACNA1A,RDH10-AS1,same_pathway
RAD52P1,PTK2B,same_pathway
RAD52P1,RPL7P6,coexpression
RAD52P1,PTGER2,same_pathway
RAD52P1,LIPG,same_pathway
DCC,IGHVII-65-1,regulation
DCC,SETX,coexpression
CHST10,TENM2-AS1,coexpression
CHST10,SNORA70,same_pathway
CHST10,RPS26P8,same_pathway
CHST10,FAM157C,same_pathway
CHST10,RNU7-106P,same_pathway
CLYBL,LY75-CD302,same_pathway
CNTNAP5-DT,NGRNP1,regulation
CNTNAP5-DT,TRIM36,same_pathway
CNTNAP5-DT,MAP4,regulation
RNU6-281P,CNGB1,same_pathway
RNU6-281P,MTDHP1,same_pathway
RNU6-281P,EPS15P1,coexpression
RNU6-281P,APBA1,coexpression
ZNF652-AS1,LINC01192,same_pathway
ZNF652-AS1,STK24,regulation
RPL31P31,CEACAM16,same_pathway
RPL31P31,CCDC33,same_pathway
RPL31P31,SMC2,same_pathway
CST6,ST3GAL3-AS1,coexpression
CST6,KPNA7,regulation
RERG,RBCK1,coexpression
RERG,ZFP3,regulation
RERG,BZW2,coexpression
RERG,COX10-DT,regulation
RERG,NBAS,regulation
NHLRC3,FRAS1,regulation
NHLRC3,IGHV3-71,regulation
NHLRC3,LNC-LBCS,coexpression
IDUA,KCNN2,coexpression
IDUA,PSMA6P4,coexpression
IDUA,APP-DT,regulation
IDUA,FGFR3,same_pathway
IDUA,AGAP1,regulation
ATP8B4,HDAC2-AS2,coexpression
ATP8B4,PNPLA7,same_pathway
ATP8B4,DIRAS2,coexpression
ATP8B4,RAB3D,regulation
ERCC6L2-AS1,RPS23P10,coexpression
ASCC2,REL-DT,regulation
ASCC2,CD24,coexpression
PLK2,COX5A,same_pathway
PLK2,LINC03122,same_pathway
PLK2,AGT,coexpression
PLK2,HLA-DQA1,same_pathway
PLK2,LINC02406,regulation
ICA1L,CDCA7P2,regulation
ICA1L,FAM240B,coexpression
ICA1L,PHKG1P3,same_pathway
RBBP4P3,FNBP4,regulation
RBBP4P3,PSMC6,coexpression
FSTL5,PLPP4,same_pathway
FSTL5,FAT1,coexpression
FSTL5,UNC93B4,regulation
RN7SL782P,RNU6-1069P,coexpression
RN7SL782P,ST3GAL3,same_pathway
RN7SL782P,GABRG3,coexpression
RN7SL782P,NDUFAF7,same_pathway
EMP1,NXT1P1,same_pathway
EMP1,TSKU,regulation
EMP1,PAX3,regulation
EMP1,PRRC2C,coexpression
EMP1,NDUFAF7,coexpression
EMP1,KCNE2,coexpression
EMP1,LINC02494,same_pathway
EMP1,RBM19,regulation
EMP1,LINC02361,coexpression
EMP1,ABCG8,coexpression
EMP1,BDP1P,coexpression
EMP1,PLEKHA1,regulation
EMP1,KCNJ3,coexpression
EMP1,SYNGAP1,same_pathway
IL34,SPRING1P3,same_pathway
IL34,RBFOX1,regulation
IL34,ATG13,regulation
IL34,MID1,same_pathway
IL34,NELFA,regulation
GDF9,OR5D17P,regulation
GDF9,STEAP3-AS1,regulation
GDF9,PAK2,coexpression
GDF9,LRRC25,coexpression
GDF9,SNAPC2,coexpression
GDF9,UTS2B,regulation
GDF9,U3,coexpression
GDF9,TMCC1-DT,coexpression
GDF9,TET2,same_pathway
GDF9,ARL2BPP4,same_pathway
GDF9,TACR3,coexpression
GDF9,PARP8,regulation
GDF9,MIR548H4,regulation
GDF9,NARS2,same_pathway
LRRC4C,UBE2V2,regulation
LRRC4C,GULOP,regulation
LINC01048,RN7SL271P,regulation
LINC01048,MEIKIN,same_pathway
LINC01048,YWHAQ,coexpression
LINC01048,TXN,same_pathway
LINC01048,LINC01479,regulation
SAP30L,LINC02664,coexpression
DPPA3P11,SOD1P2,same_pathway
DPPA3P11,RNU6-637P,coexpression
DPPA3P11,OR5V1,same_pathway
DPPA3P11,THSD7A,regulation
DPPA3P11,OVOL2,coexpression
DPPA3P11,SORCS3,coexpression
DPPA3P11,RNU6-909P,same_pathway
DPPA3P11,MID1,regulation
DPPA3P11,LINGO1,regulation
DPPA3P11,IGHG1,coexpression
DPPA3P11,CACNA1A,same_pathway
DPPA3P11,KCTD15,same_pathway
DPPA3P11,ECHDC3,same_pathway
RNU6-637P,LINC01505,same_pathway
RNU6-637P,FENDRR,coexpression
RNU6-637P,MSX2,same_pathway
LINC02333,USP6NL-AS1,coexpression
LINC02333,UBE2QL1,same_pathway
LINC02333,VSNL1,regulation
LINC02333,CASS4,coexpression
LINC02333,H3P28,regulation
RNU6-362P,EEF1A1P49,same_pathway
RNU6-362P,SH2D4B,same_pathway
BIN1,CAMKV,coexpression
SNRPGP16,SETX,regulation
SNRPGP16,RN7SL7P,same_pathway
SNRPGP16,NPEPPSP1,coexpression
EPHB4,FAM163A,coexpression
EPHB4,DENND4A,coexpression
EPHB4,THSD7A,regulation
EPHB4,RNA5SP228,regulation
C5orf34-AS1,IGHEP1,coexpression
C5orf34-AS1,LINC02775,regulation
C5orf34-AS1,AICDA,regulation
C5orf34-AS1,ATP5MFP3,coexpression
C5orf34-AS1,CYYR1-AS1,regulation
C5orf34-AS1,ACER3,regulation
C5orf34-AS1,CMTM5,regulation
ZNF112,TRIM36,same_pathway
ZNF112,OR7E109P,same_pathway
ZNF112,MYO16,same_pathway
ZNF112,EN2-DT,same_pathway
ZNF112,NEPRO-AS1,same_pathway
ZNF112,FKBP1C,coexpression
ZNF112,AKR7A3,coexpression
ZNF112,PPIAP79,same_pathway
ZNF112,EIF4G3,coexpression
LINC02268,KCNK1,coexpression
LINC02268,UTS2B,same_pathway
LINC02268,LINC01192,same_pathway
LINC02227,RN7SL415P,coexpression
LINC02227,PGPEP1,regulation
LINC02227,LINC02133,same_pathway
LINC02227,RNA5SP459,regulation
LINC02227,RN7SKP33,coexpression
LINC01553,SORBS2,coexpression
LINC01553,PLCXD3,regulation
LINC01553,NPEPPSP1,same_pathway
LINC01553,BLNK,regulation
LINC02496,RPL36AP40,same_pathway
LINC02496,APOE,regulation
SORL1,PURPL,coexpression
SORL1,RNA5SP279,same_pathway
SORL1,KLHL4,same_pathway
SORL1,CCNY,same_pathway
SESTD1,AGAP1,coexpression
SESTD1,CEACAM19,regulation
SESTD1,OTX2P1,regulation
MAPRE1P2,KMT5A,coexpression
MAPRE1P2,SUSD5,coexpression
MAPRE1P2,RPL13AP7,coexpression
ERVK13-1,LINC01812,same_pathway
ERVK13-1,UBE2V2,same_pathway
ERVK13-1,MPDZ,regulation
ERVK13-1,EPC2,regulation
ERVK13-1,CCRL2,coexpression
SYNGAP1,DACH2,coexpression
CALCRL-AS1,SLC8A1-AS1,regulation
CALCRL-AS1,ECHDC3,same_pathway
CALCRL-AS1,SPRY2,coexpression
CALCRL-AS1,FIBP,coexpression
PDXDC2P-NPIPB14P,H3C9P,coexpression
PDXDC2P-NPIPB14P,SLC26A1,same_pathway
PDXDC2P-NPIPB14P,BANK1,regulation
MS4A6E,PCDHA1,regulation
MS4A6E,CCNY,coexpression
MS4A6E,LY75-CD302,regulation
NDUFA12,UNC13A,regulation
NDUFA12,LINC01756,regulation
NDUFA12,STK24,same_pathway
NDUFA12,ERCC2,coexpression
NDUFA12,RNU6-718P,coexpression
NDUFA12,RNU6-699P,regulation
TXN,RPSAP24,coexpression
TXN,STAG3L5P-PVRIG2P-PILRB,coexpression
TXN,MTMR2,coexpression
TXN,MIR302F,same_pathway
EGLN3,TNKS1BP1,same_pathway
EGLN3,NXN,coexpression
EGLN3,KCNN2,same_pathway
RNU6-869P,LINC01718,coexpression
LINC01861,LINC01572,same_pathway
LINC01861,TRIM48,coexpression
LINC01861,CD2AP,same_pathway
LINC01861,LINC01868,same_pathway
ZNF813,PMS2P1,same_pathway
ZNF813,ZNF629,same_pathway
ZNF813,CLU,coexpression
ZNF813,PPP2R3A,regulation
PPP1CC,BMPER,regulation
PPP1CC,NBPF3,same_pathway
PPP1CC,KCTD15,same_pathway
PPP1CC,CFAP74,same_pathway
PPP1CC,ZNF112,regulation
PPP1CC,PLEC,coexpression
PPP1CC,MARK4,same_pathway
PPP1CC,SEM1,regulation
PPP1CC,LINC02898,coexpression
PPP1CC,ETS1,coexpression
PPP1CC,RNU4-69P,same_pathway
PPP1CC,FRAS1,same_pathway
PPP1CC,AIDAP3,coexpression
PPP1CC,LINC01539,coexpression
PPP1CC,FLJ40194,coexpression
RNA5SP431,RFX6,coexpression
RNA5SP431,MEF2C-AS1,coexpression
RNA5SP431,LINC02059,same_pathway
CHST15,DLX5,same_pathway
CHST15,LINC02279,same_pathway
CHST15,RPSAP37,regulation
LINC01036,FOXE1,coexpression
LINC01036,GJD4,regulation
LINC01036,SALL4P5,same_pathway
ZAN,LINC02705,same_pathway
ZAN,CABLES1,coexpression
ZAN,LINC02177,regulation
ZAN,MIR548AG1,regulation
ZAN,HEYL,same_pathway
VIPR2,SMC4P1,regulation
VIPR2,ARIH1,same_pathway
RNU7-65P,INSIG1,same_pathway
RNU7-65P,TRPS1,regulation
RNU7-65P,TFDP1P1,regulation
RNU7-65P,MOG,coexpression
ATP5MC2P2,AKAP10,same_pathway
CYRIA,RPL7P60,same_pathway
CYRIA,NUDT12,same_pathway
CYRIA,GRIN3B,coexpression
SSBL6P,THEM7P,coexpression
SSBL6P,AICDA,regulation
SSBL6P,PRIM2BP,coexpression
EPHA1-AS1,ZNF222-DT,same_pathway
EPHA1-AS1,CD72,same_pathway
EPHA1-AS1,FAM171A2,same_pathway
EPHA1-AS1,LINC01801,regulation
EPHA1-AS1,LINC01812,coexpression
TACR3,SORL1,coexpression
TACR3,FAT1,regulation
TACR3,CR1L,same_pathway
TACR3,RAPSN,coexpression
HEYL,TSPOAP1-AS1,regulation
HEYL,RNU1-80P,coexpression
TOPORSLP,PDE4B,same_pathway
TOPORSLP,TACC3,same_pathway
TOPORSLP,TNFSF12-TNFSF13,coexpression
B3GNTL1P2,PRRC2C,coexpression
B3GNTL1P2,YAP1,coexpression
B3GNTL1P2,SYNPR-AS1,same_pathway
B3GNTL1P2,CNTNAP4,regulation
NDUFAF7,LAMB2,regulation
NDUFAF7,LRIG3,regulation
MTND2P9,EPC2,regulation
MTND2P9,FHOD3,regulation
MTND2P9,DMXL1,coexpression
MTND2P9,RTF2,regulation
MACIR,SAMD5,same_pathway
MACIR,LINC02512,same_pathway
TRAIP,CR1L,coexpression
TRAIP,SLC9A7,coexpression
SLC2A10,FOXN2,regulation
SLC2A10,PAX3,coexpression
ZNF117,ZCWPW1,regulation
ZNF117,EPHB4,same_pathway
ZNF117,B3GALT1,regulation
ZNF117,CYP4F44P,same_pathway
RPEP2,TIAM2,same_pathway
RPEP2,CEACAM20,same_pathway
RPEP2,SYMPK,same_pathway
LINC02494,MICALL2,same_pathway
LINC02494,RPL7AP81,regulation
LINC02494,PCDHA3,same_pathway
LINC02494,LINC02699,coexpression
KLC3,PDE1A,coexpression
TRPV4,RPL23AP54,same_pathway
TRAPPC6A,RN7SL782P,regulation
TRAPPC6A,NRP1,regulation
TRAPPC6A,CASTOR3P,coexpression
TRAPPC6A,U6,coexpression
TRAPPC6A,LRIG1,coexpression
ZSCAN12,LINC01192,coexpression
ZSCAN12,FHOD3,same_pathway
CFAP46,EPHA5,regulation
MROH1,TOP1,regulation
MROH1,CTNNA1,coexpression
MROH1,TYW1,same_pathway
MROH1,PPP1R3B-DT,regulation
MROH1,-,same_pathway
VDAC1P12,UBE2V1P10,regulation
VDAC1P12,LINC02653,coexpression
VDAC1P12,ACE,coexpression
DACH1,KRBOX5,regulation
DACH1,ZZEF1,regulation
DACH1,MME,coexpression
DACH1,NBAS,coexpression
DOCK3,CALM3,regulation
DOCK3,SMARCC1,regulation
LINC01250,REXO1,same_pathway
LINC01250,RPL21P47,coexpression
LINC01250,LINC02271,regulation
LINC01250,NXT1P1,regulation
LINC01250,DLEU1,same_pathway
SCML4,HMGN2P18,same_pathway
SCML4,SRBD1,same_pathway
SCML4,SNAPC2,regulation
PLCL1,ARL2BPP7,regulation
PLCL1,CTNNA2,regulation
PLCL1,RN7SKP207,same_pathway
PLCL1,RAD52P1,regulation
PLCL1,HP1BP3,regulation
PLCL1,SMIM28,same_pathway
PLCL1,CUX2,regulation
PLCL1,IDI1P2,coexpression
PLCL1,ZCWPW1,same_pathway
PLCL1,YWHAQ,same_pathway
RPS16P9,STK31,same_pathway
RPS16P9,RORA,coexpression
RPS16P9,EBF1,regulation
RPS16P9,PAK2,same_pathway
RPS16P9,LINC01151,same_pathway
RPS16P9,SLC8A1-AS1,same_pathway
RPS16P9,EFL1,same_pathway
RPS16P9,ELOVL3,regulation
RPS16P9,LINC02568,same_pathway
RPS16P9,OR4C3,coexpression
RPS16P9,ANO3,regulation
RPS16P9,LINC00377,same_pathway
GIPR,TET2-AS1,same_pathway
GIPR,OTOF,coexpression
GIPR,EP300-AS1,same_pathway
GIPR,PLCH1,same_pathway
GIPR,MAF,regulation
GIPR,ASCC2,coexpression
GIPR,GUSBP18,coexpression
GIPR,SGK3,same_pathway
GIPR,MSH2,same_pathway
GIPR,ADAM1B,same_pathway
GIPR,LINC02103,coexpression
GIPR,RPS20P25,same_pathway
GIPR,RNA5SP43,same_pathway
GIPR,TRPS1,coexpression
GIPR,LINC02585,same_pathway
ITGB1BP1,PRKG1,regulation
ITGB1BP1,LINC01031,coexpression
ITGB1BP1,FAM181A-AS1,same_pathway
ITGB1BP1,VSNL1,regulation
ITGB1BP1,LINC01018,regulation
ITGB1BP1,EDIL3-DT,regulation
ITGB1BP1,SNRPEP5,regulation
ITGB1BP1,U6,coexpression
ITGB1BP1,TAS2R5,regulation
ITGB1BP1,SERPINE1,same_pathway
ITGB1BP1,TMEM94,same_pathway
ITGB1BP1,CDC42SE2,same_pathway
ZKSCAN4,ABT1,coexpression
ZKSCAN4,ZNF462,regulation
ZKSCAN4,RPS19P6,same_pathway
ZKSCAN4,ENSA,coexpression
STAG3L5P-PVRIG2P-PILRB,ARL2BPP4,same_pathway
UBR5,TRPV4,regulation
UBR5,NFAT5,same_pathway
UBR5,VN1R9P,coexpression
ABAT,EPHB4,same_pathway
ABAT,PDE9A,same_pathway
ABAT,DDAH1,coexpression
ABAT,CCDC112,coexpression
ABAT,PITPNM2,same_pathway
GABRA4,MSRA,same_pathway
GABRA4,PCDHGA3,coexpression
GABRA4,MGC27382,same_pathway
GABRA4,MSANTD1,same_pathway
GABRA4,BORCS7-ASMT,regulation
LRIG1,ALPK2,regulation
PRPF38AP1,RASSF8,same_pathway
CCZ1B,OR2W6P,coexpression
CCZ1B,STK32B,regulation
CCZ1B,ZNF585B,coexpression
LINC02421,FCER1G,coexpression
LINC02421,POLR1G,coexpression
LINC02421,RNU6-456P,regulation
LINC02421,CDK13,same_pathway
LINC02421,ADAD2,coexpression
EN2-DT,IGHEP1,same_pathway
EN2-DT,GRIK2,coexpression
ZNF629,GUSBP18,coexpression
ZNF629,LINC03070,coexpression
PRRC2C,METTL21EP,same_pathway
PRRC2C,FILNC1,coexpression
PRRC2C,UGT1A8,regulation
IGHG3,KLHL4,same_pathway
IGHG3,RHBDF1,coexpression
IGHG3,PCDHGB1,coexpression
IGHG3,LUZP2,regulation
AVL9,PRPF38AP1,same_pathway
AVL9,RAPGEF2,coexpression
LINC02414,LINC01868,coexpression
LINC02414,LUZP2,coexpression
LINC02414,CFAP74,coexpression
LINC02414,IYD,regulation
SETX,RNU6-456P,coexpression
SETX,ATG2A,same_pathway
CCDC162P,TPM3P3,same_pathway
CCDC162P,UBE2V2,same_pathway
CCDC162P,LINC00377,same_pathway
VN1R10P,LINC02494,regulation
VN1R10P,OACYLP,same_pathway
SDK1,MRPL50P1,same_pathway
SDK1,ABCB9,same_pathway
TRIM51G,LINC02098,coexpression
TRIM51G,TMEM244,regulation
TRIM51G,LINC01192,same_pathway
CAMK4,ULK4,coexpression
CAMK4,SSBP4,same_pathway
CAMK4,RCN2,coexpression
SLC6A15,CYYR1,regulation
SLC6A15,SUMO2P1,regulation
SLC6A15,GLCCI1,same_pathway
CHST12,TFR2,regulation
IGSF23,TYW1,coexpression
IGSF23,TRPC6,regulation
SIGLEC11,MIR548A1HG,same_pathway
STK24,LINC01170,coexpression
STK24,PPP1R2P5,same_pathway
STK24,KCNH1,regulation
STK24,GMNC,regulation
STK24,EN2-DT,coexpression
STK24,MAP4,coexpression
STK24,CCDC89,regulation
STK24,RMDN2,regulation
RAP1BP2,APOC4,same_pathway
RAP1BP2,RN7SL782P,coexpression
RAP1BP2,PRICKLE1,regulation
RAP1BP2,GPR141,coexpression
RAP1BP2,B3GNTL1P2,regulation
RNA5SP459,LINC02429,same_pathway
RNA5SP459,CDH19,same_pathway
RNA5SP459,PITX3,regulation
RNA5SP459,RNU6-976P,regulation
RNA5SP459,ACE3P,coexpression
ALPL,TAFA5,regulation
ERCC8,ICA1,coexpression
ERCC8,LINC02494,regulation
ERCC8,NOTCH1,regulation
ERCC8,LINC01179,regulation
ERCC8,PPP1R21-DT,regulation
HMGB3P12,ARIH2,same_pathway
HMGB3P12,MIR29B2CHG,regulation
HMGB3P12,PNPLA7,coexpression
HMGB3P12,ANKRD33BP2,same_pathway
FAM171A2,HTR7,regulation
FAM171A2,PPID,coexpression
RNU7-53P,KCNE2,coexpression
RNU7-53P,PEX6,same_pathway
CEP295NL,CYP3A52P,regulation
CEP295NL,STAG3L5P-PVRIG2P-PILRB,same_pathway
CEP295NL,FKBPL,same_pathway
OR7E10P,DIO2-AS1,coexpression
ANKRD33BP2,SNRPCP13,same_pathway
ANKRD33BP2,JKAMPP1,coexpression
ANKRD33BP2,TAFA5,regulation
ANKRD33BP2,TIAL1P1,regulation
ANKRD33BP2,TXNDC16,regulation
FBXL12P1,ZNF585B,coexpression
FBXL12P1,LINC02307,same_pathway
FBXL12P1,RAB1A,same_pathway
FBXL12P1,AGT,regulation
FBXL12P1,RN7SL504P,same_pathway
CR1; CR1,POLR3B,coexpression
MMS22L,RABEPKP1,same_pathway
MMS22L,RAC1P2,regulation
MMS22L,LINC02240,coexpression
MMS22L,RPL13AP7,same_pathway
MMS22L,LINC02619,coexpression
LINC02790,NTM,same_pathway
LINC02790,RNU6-943P,coexpression
LINC02790,NPAS2,regulation
LINC02790,TRIB1AL,regulation
LINC02790,SUDS3,coexpression
F2RL1,LINC01756,regulation
F2RL1,CR1L,regulation
F2RL1,ADCYAP1R1,same_pathway
F2RL1,VWC2,same_pathway
F2RL1,SALL1,same_pathway
F2RL1,NTF3,coexpression
F2RL1,LINC02210,regulation
F2RL1,RNU6-374P,same_pathway
F2RL1,RPL29P13,regulation
F2RL1,NLGN4X,coexpression
F2RL1,U6,regulation
F2RL1,HINT1,coexpression
CASC18,FAM240B,regulation
CASC18,LY75,same_pathway
CASC18,DST,same_pathway
CASC18,LCP1,same_pathway
DEPTOR,SMC2,coexpression
DEPTOR,EGR2,same_pathway
DEPTOR,LINC01684,coexpression
DEPTOR,OR4C7P,coexpression
DEPTOR,PHF14,regulation
GHR,PDE8A,same_pathway
ARFGAP2,SIPA1L2,same_pathway
ARFGAP2,NCKAP5,regulation
ARFGAP2,ROR2,coexpression
ARFGAP2,STAU1,coexpression
ARFGAP2,LINC01151,regulation
VAC14,CDK13,coexpression
VAC14,ANTXR1,coexpression
VAC14,MAP3K20-AS1,coexpression
VAC14,RNU6-280P,same_pathway
LY75-CD302,MRPS30,coexpression
ARPC3P2,ITSN2,regulation
ARPC3P2,MAMSTR,same_pathway
ARPC3P2,CRY2,same_pathway
RN7SL553P,PCDHA4,regulation
RN7SL553P,EEF1A1P27,coexpression
RN7SL553P,PMS2CL,regulation
RN7SL553P,MIR4689,coexpression
CDH7,NDUFA9,coexpression
ELL,LINC01163,coexpression
ELL,APOC1P1,regulation
ELL,NECTIN2,coexpression
ITGB8,NDUFA10,coexpression
ITGB8,RNU4-67P,regulation
ITGB8,ITGA11,coexpression
ITGB8,MOG,same_pathway
ITGB8,FST,coexpression
STK31,ZNF599,regulation
STK31,LINC02664,regulation
SPPL2C,KLF16,regulation
SPPL2C,COP1,same_pathway
SPPL2C,RERG,same_pathway
SPPL2C,FUNDC2P2,coexpression
RET,AIDAP3,same_pathway
RET,LINC02006,regulation
RET,TNRC6A,regulation
SCFD2,TANC2,same_pathway
SCFD2,BCAR3,same_pathway
SCFD2,NBAS,coexpression
SCFD2,TMEM272,coexpression
LINC02814,MICAL2,same_pathway
LINC02814,DOC2A,same_pathway
LINC02814,LINC01718,same_pathway
HAND1,CCT3,coexpression
HAND1,GABRG3,same_pathway
HAND1,ARIH2,regulation
HAND1,MTCO3P30,regulation
HAND1,SUMO2P6,same_pathway
HAND1,OR5K1,same_pathway
HAND1,MIR670HG,coexpression
HAND1,LINC02695,coexpression
HAND1,CCZ1B,regulation
HAND1,NANOS2,same_pathway
HAND1,MKX,regulation
LINC02497,YAP1,regulation
LINC02497,PAX2,regulation
LINC02497,TRPC6,same_pathway
LINC02497,LINC01553,same_pathway
LINC02609,TOMM40,same_pathway
LINC02609,SPRED2,same_pathway
LINC02609,SLC2A10,coexpression
AGT,HID1-AS1,same_pathway
AGT,LINC02942,regulation
AGT,CTNNA2,coexpression
SLC28A1,LINC02253,regulation
SLC28A1,GRIK3,coexpression
SLC28A1,MIR3201,regulation
PGBD1,SRRM1P2,regulation
PGBD1,JPH3,same_pathway
RN7SKP211,NTF3,same_pathway
RN7SKP211,CHSY3,coexpression
RN7SKP211,C12orf42-AS1,same_pathway
RN7SKP211,ERVK13-1,coexpression
RN7SKP211,BNIP3P13,same_pathway
RN7SKP211,MIR378C,same_pathway
RN7SKP211,CLDN18,coexpression
RN7SKP211,SUMO2P2,regulation
RN7SKP211,NME8,same_pathway
RN7SKP211,OR5D14,same_pathway
RN7SKP211,PRSS12,same_pathway
RN7SKP211,AARS2,same_pathway
RN7SKP211,EXOC4,coexpression
MDM4,LINC00489,same_pathway
MDM4,ATG13,same_pathway
MDM4,FBXL13,regulation
MFSD4BP1,PLA2G10FP,regulation
MEF2C-AS1,SPATS1,same_pathway
MEF2C-AS1,KCNE2,regulation
MEF2C-AS1,F2R,coexpression
MEF2C-AS1,SLC25A6P5,coexpression
MEF2C-AS1,ZNF652-AS1,regulation
GAB2,PILRB,regulation
GAB2,MRPS30,coexpression
GAB2,GHR,coexpression
GAB2,LINC02763,coexpression
GAB2,NME9,regulation
WAC,ZFTRAF1,regulation
WAC,LINC01876,regulation
RPSAP24,PTN,same_pathway
RPSAP24,GUSBP18,same_pathway
RPSAP24,TNXB,regulation
RPSAP24,SP6,same_pathway
TTLL11,MSRA,coexpression
TTLL11,NOTCH1,same_pathway
TTLL11,OR4S1,regulation
RFC3,CRADD,same_pathway
RFC3,HMG20A,regulation
RFC3,MRPL45,same_pathway
RFC3,PAIP1,same_pathway
RFC3,NKAPL,same_pathway
CLXN,ZNF813,same_pathway
CLXN,PARP8,same_pathway
CLXN,AP1S2P1,coexpression
OR2AE1,STAG3L4,coexpression
OR2AE1,BLOC1S4,regulation
OR2AE1,BMP2,coexpression
HIGD1AP18,SLC14A2,same_pathway
HIGD1AP18,RABEPKP1,regulation
HIGD1AP18,IL19,same_pathway
HIGD1AP18,MRC1,coexpression
AKAP6,NRXN1-DT,same_pathway
AKAP6,IP6K1,regulation
AKAP6,FAT1,same_pathway
AKAP6,CD33,coexpression
AKAP6,PDK4-AS1,regulation
AKAP6,CCDC171,regulation
AKAP6,TYW1,regulation
AKAP6,MDFIC,regulation
ARL2BPP7,LRRC2P1,same_pathway
GRM3,FBXL13,same_pathway
GRM3,NARS2,coexpression
GRM3,MS4A6A,regulation
GRM3,OR2AE1,same_pathway
NELFA,HBEGF,same_pathway
NELFA,PCNX1,regulation
NELFA,LINC02101,same_pathway
NELFA,MAP3K20,coexpression
CABLES1,LY75-CD302,regulation
CABLES1,HYI,same_pathway
CABLES1,LINC02008,coexpression
CABLES1,U3,same_pathway
CABLES1,AHNAK,coexpression
SRC,AFF1,same_pathway
SRC,ATG13,coexpression
LINC02500,ACSL6,regulation
KDM4B,OR4C7P,same_pathway
LINC02664,LINC01965,coexpression
LINC02664,SLC44A5,regulation
MIR422A,LHX6,coexpression
PAK1,RANP7,coexpression
PAK1,QKILA,same_pathway
PAK1,HSP90AA6P,same_pathway
PAK1,RNU6-543P,regulation
PAK1,AKR7A3,same_pathway
PAK1,LINC02695,regulation
